state,institution,state_full,cares_act,omnibus,amer_rescue_act,total_relief,endowment,code
LA,L. E. Fletcher Technical Community College,Louisiana,1375120,3215401,5608000,10198521,0,576100
NM,New Mexico Highlands University,New Mexico,1699974,3085628,5407000,10192602,0,265300
WA,Perry Technical Institute,Washington,1967635,2986793,5234000,10188428,0,938700
TN,Trevecca Nazarene University,Tennessee,1718898,3063682,5401000,10183580,0,352600
IL,Moody Bible Institute,Illinois,1848490,3020458,5296000,10164948,0,172700
FL,Lynn University,Florida,1935875,2968610,5244000,10148485,0,150500
VA,Patrick Henry Community College,Virginia,1483723,3155816,5507000,10146539,0,375100
PA,Harcum College,Pennsylvania,1774344,3057654,5310000,10141998,0,327200
NY,Nyack College,New York,1773064,3041063,5318000,10132127,0,279000
OK,Oklahoma Baptist University,Oklahoma,1934138,2980341,5209000,10123479,130508000,316400
TX,University Of Texas Health Science Center At Houston,Texas,1995703,2893112,5228000,10116815,0,495100
PA,Kings College,Pennsylvania,1968517,2948842,5192000,10109359,0,328200
VT,Middlebury College,Vermont,1862094,2947241,5283000,10092335,1157786000,369100
NC,Craven Community College,North Carolina,1509343,3112898,5451000,10073241,0,679900
WA,Lake Washington Institute Of Technology,Washington,1558088,3070557,5440000,10068645,0,537300
NY,Daemen College,New York,1872946,2971689,5221000,10065635,0,280800
PA,Neumann University,Pennsylvania,1758118,3015010,5285000,10058128,0,398800
NM,Navajo Technical University,New Mexico,1503703,3109240,5439000,10051943,0,2357600
IL,Illinois Eastern Community Colleges - Olney Central College,Illinois,737002,6578576,2723000,10038578,0,174200
PA,Delaware Valley University,Pennsylvania,1867829,2963697,5203000,10034526,33623000,325200
TX,Northeast Texas Community College,Texas,1140273,3231497,5655000,10026770,0,2315400
VA,Mountain Empire Community College,Virginia,1394924,3133357,5473000,10001281,0,962900
SD,Black Hills State University,South Dakota,1514973,3069733,5415000,9999706,0,345900
NY,D'Youville College,New York,1773370,2969354,5240000,9982724,0,271200
TX,Panola College,Texas,1507332,3083051,5387000,9977383,0,360000
MO,Evangel University,Missouri,1850723,2955736,5167000,9973459,0,246300
OK,Southern Nazarene University,Oklahoma,1815175,2957714,5179000,9951889,0,314900
AL,Lurleen B. Wallace Community College,Alabama,1546138,3063215,5342000,9951353,0,898800
WI,Moraine Park Technical College,Wisconsin,1215286,3149222,5584000,9948508,0,925600
IA,Grand View University,Iowa,1805328,2955616,5164000,9924944,25734000,186700
NY,Suny Fulton-Montgomery Community College,New York,1635420,3014275,5268000,9917695,0,286700
OH,North Central State College,Ohio,1410128,3087374,5415000,9912502,0,531300
PA,Cabrini University,Pennsylvania,2005185,2866887,5026000,9898072,0,324100
NY,Mount Saint Mary College,New York,1809886,2927444,5135000,9872330,5998000,277800
CA,College Of Alameda,California,1049170,3172271,5642000,9863441,0,672000
SD,Lake Area Technical Institute,South Dakota,1768161,2943424,5150000,9861585,0,530900
MA,Clark University,Massachusetts,1940791,2852424,5055000,9848215,438767000,213900
MA,Wellesley College,Massachusetts,1970468,2841471,5011000,9822939,2173415000,222400
KY,Hazard Community And Technical College,Kentucky,1248333,3109690,5451000,9809023,0,696200
IL,Concordia University,Illinois,1875573,3094265,5470000,10439838,0,166600
MD,Allegany College Of Maryland,Maryland,1494165,3023670,5283000,9800835,0,205700
NC,Vance - Granville Community College,North Carolina,1453645,3033363,5310000,9797008,0,990300
NY,Herkimer County Community College - Suny Office Of Community Colleges,New York,1522074,3009187,5264000,9795261,0,478800
VA,Virginia Highlands Community College,Virginia,1398769,3055930,5335000,9789699,0,709900
MN,Northland Community And Technical College,Minnesota,1355409,3053777,5361000,9770186,0,238500
NM,Santa Fe Community College,New Mexico,1219106,3085414,5457000,9761520,0,2278100
OH,University Of Rio Grande,Ohio,1717045,2931560,5112000,9760605,0,311600
AR,Black River Technical College,Arkansas,1643629,2961823,5154000,9759452,0,2052200
CA,Whittier College,California,1879550,2866302,5011000,9756852,112868000,134200
MN,Saint Mary'S University Of Minnesota,Minnesota,1661096,2884483,5163000,9708579,61788000,238000
NC,Surry Community College,North Carolina,1433250,3021468,5245000,9699718,0,297000
AR,Arkansas State University - Newport,Arkansas,1266638,3055614,5377000,9699252,0,4203400
IL,Saint Augustine College,Illinois,1496982,3001085,5201000,9699067,0,2185400
GA,Piedmont College,Georgia,1766322,2872263,5060000,9698585,0,158800
MI,Southwestern Michigan College,Michigan,1522115,2956093,5166000,9644208,0,231700
ME,Eastern Maine Community College,Maine,1426773,2974826,5230000,9631599,0,527700
MA,College Of The Holy Cross,Massachusetts,1919146,2750691,4939000,9608837,785852000,214100
NJ,Georgian Court University,New Jersey,1690335,2873205,5041000,9604540,54858000,260800
NC,Nash Community College,North Carolina,1299061,3007699,5276000,9582760,0,855700
OH,Walsh University,Ohio,1831514,2803207,4933000,9567721,0,313500
MI,Siena Heights University,Michigan,1545879,2914880,5095000,9555759,0,231600
CT,Middlesex Community College,Connecticut,1323379,2987020,5242000,9552399,0,803800
WI,Alverno College,Wisconsin,1738517,2843337,4957000,9538854,0,383200
PA,Bucknell University,Pennsylvania,1946454,2725476,4863000,9534930,866835000,323800
TX,Texas A & M University - Texarkana,Texas,1525001,2916364,5093000,9534365,0,3170300
NC,Mitchell Community College,North Carolina,1393025,2950186,5181000,9524211,0,294700
CA,Copper Mountain College,California,1372962,2973281,5176000,9522243,0,3542400
NY,Ulster County Community College,New York,1387075,2929602,5170000,9486677,0,288000
FL,Edward Waters College,Florida,1361209,2936739,5183000,9480948,0,147800
NY,Vassar College,New York,1835621,2768070,4871000,9474691,1117380000,289500
CA,Loma Linda University,California,1777517,2743699,4927000,9448216,1076898000,121800
FL,Full Sail University,Florida,9445834,0,0,9445834,0,2362100
WY,Casper College,Wyoming,1370012,2913330,5146000,9429342,0,392800
MI,Lake Superior State University,Michigan,1602263,2845606,4978000,9425869,0,229300
HI,University Of Hawaii - West Oahu,Hawaii,1395000,2916448,5112000,9423448,0,2107800
MN,Dakota County Technical College,Minnesota,1467178,2887495,5068000,9422673,0,1040200
AL,Oakwood University,Alabama,1573749,2860345,4984000,9418094,0,103300
TX,Huston - Tillotson University,Texas,1630192,2823993,4953000,9407185,0,357700
OH,Edison State Community College,Ohio,1229604,2956649,5208000,9394253,0,1275000
NY,Sage Colleges,New York,1712646,2784805,4895000,9392451,38937000,281000
PA,Thaddeus Stevens College Of Technology,Pennsylvania,1866667,2740187,4771000,9377854,0,791200
NH,Manchester Community College,New Hampshire,1203670,2953061,5218000,9374731,0,258200
CO,Adams State University,Colorado,1568914,2825647,4959000,9353561,0,134500
OK,Northwestern Oklahoma State University,Oklahoma,1506494,2857219,4988000,9351713,0,316300
AZ,Universal Technical Institute,Arizona,9330780,0,0,9330780,0,2100500
NY,Metropolitan College Of New York,New York,1690962,2786721,4850000,9327683,0,976900
MI,Albion College,Michigan,1831231,2729884,4760000,9321115,161113000,223500
AZ,Dine College,Arizona,1346931,2909862,5060000,9316793,0,824600
PA,Harrisburg University Of Science And Technology,Pennsylvania,1536586,2772298,5006000,9314884,0,3948300
CA,Canada College,California,1098544,2937222,5275000,9310766,0,697300
PA,Gwynedd Mercy University,Pennsylvania,1673075,2765755,4871000,9309830,0,327000
WV,Southern West Virginia Community And Technical College,West Virginia,1523218,2843370,4938000,9304588,0,381600
PA,University Of The Arts (The),Pennsylvania,1825665,2708958,4751000,9285623,0,335000
CA,Concordia University,California,1723598,2726592,4831000,9281190,0,2070500
WI,Lakeland University,Wisconsin,1361111,2874606,5043000,9278717,17731000,385400
MI,Adrian College,Michigan,1752186,2735888,4783000,9271074,0,223400
MT,Montana Technological University,Montana,1676199,2747518,4835000,9258717,0,253100
WA,Big Bend Community College,Washington,1473837,2822644,4950000,9246481,0,377000
OH,Southern State Community College,Ohio,1319577,2875872,5048000,9243449,0,1287000
NV,Western Nevada College,Nevada,1363469,2850200,5011000,9224669,0,1036300
MI,Madonna University,Michigan,1517426,2793087,4913000,9223513,0,228200
IL,University Of St. Francis,Illinois,1539673,2768175,4901000,9208848,20877000,166400
OH,James A. Rhodes State College,Ohio,1292073,2860797,5054000,9206870,0,1002700
WY,Northern Wyoming Community College District,Wyoming,1175360,2886992,5129000,9191352,0,393000
MA,Bay Path University,Massachusetts,1431166,2817463,4941000,9189629,0,212200
AR,North Arkansas College,Arkansas,1444804,2820340,4913000,9178144,0,1226100
KY,Madisonville Community College,Kentucky,1069051,2936703,5168000,9173754,0,901000
KY,Galen Health Institutes,Kentucky,9167121,0,0,9167121,0,3083700
MN,Riverland Community College,Minnesota,1272243,2860474,5030000,9162717,0,233500
KY,University Of Pikeville,Kentucky,1566531,2756839,4838000,9161370,0,198000
NY,St. Lawrence University,New York,1808349,2660768,4691000,9160117,315661000,282900
NY,Dominican College Of Blauvelt,New York,1684221,2710969,4748000,9143190,0,271300
OR,Lewis & Clark College,Oregon,1827087,2625573,4680000,9132660,0,319700
TX,Texas A&M University - Central Texas,Texas,1318324,2845060,4969000,9132384,0,4229500
PA,Community College Of Beaver County,Pennsylvania,1381963,2813941,4924000,9119904,0,680700
WV,Glenville State College,West Virginia,1440768,2802178,4876000,9118946,0,381300
KY,Kentucky State University,Kentucky,1372077,2817902,4926000,9115979,0,196800
SC,Technical College Of The Lowcountry - Beaufort Campus,South Carolina,1283989,2850584,4980000,9114573,0,991000
VA,Bridgewater College,Virginia,1799980,2653699,4645000,9098679,0,370400
OH,Muskingum University,Ohio,1596789,2723866,4776000,9096655,79461000,308400
MI,Spring Arbor University,Michigan,1581268,2713148,4785000,9079416,19244000,231800
TN,Lemoyne - Owen College,Tennessee,1660276,2713735,4700000,9074011,0,350100
MI,Monroe County Community College,Michigan,1300516,2818764,4951000,9070280,0,229400
NY,Manhattanville College,New York,1721825,2659835,4686000,9067660,31170000,276000
NC,Guilford College,North Carolina,1682787,2684520,4697000,9064307,78308000,293100
IL,Mckendree University,Illinois,1636302,2686549,4713000,9035851,0,172200
NJ,Drew University,New Jersey,1727427,2639701,4646000,9013128,183108000,260300
NC,Wilkes Community College,North Carolina,1401082,2753588,4824000,8978670,0,298300
IN,Marian University,Indiana,1805271,2899595,4269000,8973866,0,182100
PA,Allegheny College,Pennsylvania,1743082,2629976,4598000,8971058,230453000,323000
VA,Roanoke College,Virginia,1777599,2551224,4628000,8956823,148794000,373600
AL,George Corley Wallace State Community College - Selma,Alabama,1298325,2786974,4847000,8932299,0,569900
AZ,Collegeamerica - Flagstaff,Arizona,1792797,2524521,4612000,8929318,0,3120300
AS,American Samoa Community College,American Samoa,1617885,2669776,4638000,8925661,0,1001000
ME,University Of New England,Maine,1365831,2688237,4871000,8925068,39304000,205000
NY,Boricua College,New York,1744981,2622688,4550000,8917669,0,1302900
FL,Saint Thomas University,Florida,1296380,2737055,4874000,8907435,0,146800
WI,University Of Wisconsin - Superior,Wisconsin,1488367,2694797,4723000,8906164,0,392500
OH,Denison University,Ohio,1766023,2541005,4598000,8905028,877592000,304200
OH,Franciscan University Of Steubenville,Ohio,1604718,2635646,4659000,8899364,0,303600
TN,Christian Brothers University,Tennessee,1600690,2647314,4641000,8889004,0,348200
AZ,Coconino County Community College,Arizona,1104730,2805311,4970000,8880041,0,3100400
TX,Lamar State College - Port Arthur,Texas,1056684,2846257,4975000,8877941,0,2348500
NY,Bryant & Stratton College,New York,8877497,0,0,8877497,0,267800
TX,Universal Technical Institute,Texas,8848799,0,0,8848799,0,2362000
TX,Brazosport College,Texas,1228723,2738926,4874000,8841649,0,728700
GA,Southeastern Technical College,Georgia,1258784,2759696,4811000,8829480,0,3066500
TX,Concordia University Texas,Texas,1512530,2657370,4658000,8827900,0,355700
FL,City College,Florida,1316096,2746762,4764000,8826858,0,2515400
CA,Cerro Coso Community College,California,908958,2844359,5069000,8822317,0,1011100
MD,Mount Saint Mary'S University,Maryland,1678019,2584181,4555000,8817200,0,208600
NY,Marymount Manhattan College,New York,1701441,2575254,4517000,8793695,0,276900
HI,Chaminade University Of Honolulu,Hawaii,1482800,2653900,4649000,8785700,23399000,160500
NC,Edgecombe Community College,North Carolina,1239795,2752568,4793000,8785363,0,885500
MA,Emmanuel College,Massachusetts,1651975,2584736,4547000,8783711,0,214700
NM,Clovis Community College,New Mexico,857725,2390522,5532000,8780247,0,474300
DC,Gallaudet University,District of Columbia,1642996,2601481,4528000,8772477,188190000,144300
OH,Wittenberg University,Ohio,1728770,2558869,4484000,8771639,119174000,314300
SC,Limestone College,South Carolina,1350503,2699581,4702000,8752084,0,343600
MA,Becker College,Massachusetts,1645170,2580575,4514000,8739745,0,212300
WV,Bridgevalley Community And Technical College,West Virginia,1445025,2659232,4634000,8738257,0,4038600
AR,Shorter College,Arkansas,1097484,2773066,4862000,8732550,0,110500
CT,Asnuntuck Community College,Connecticut,1215438,2735540,4770000,8720978,0,1115000
PR,University Of Puerto Rico - Utuado,Puerto Rico,1600359,2606099,4514000,8720458,0,1092200
SD,Oglala Lakota College,South Dakota,1297595,2709233,4712000,8718828,0,1465900
