state,institution,state_full,cares_act,omnibus,amer_rescue_act,total_relief,endowment,code
CA,Angeles Institute,California,319593,0,0,319593,0,4164400
NJ,Healthcare Training Institute,New Jersey,319461,0,0,319461,0,3803300
NY,Center For Allied Health Education,New York,318982,0,0,318982,0,1161700
KS,Paul Mitchell The School Overland Park,Kansas,318952,0,0,318952,0,4209300
MO,Grabber School Of Hair Design,Missouri,318144,0,0,318144,0,2568500
IL,Paul Mitchell The School Bradley,Illinois,317512,0,0,317512,0,3065300
WA,Northwest Hvac/R Association & Training,Washington,62732,92612,161000,316344,0,3283300
MN,Adler Graduate School,Minnesota,53819,92142,170000,315961,0,3051900
TX,Toni&Guy Hairdressing Academy I Tigi Creative School,Texas,313195,0,0,313195,0,3371300
OH,Ohio State College Of Barber Styling,Ohio,312642,0,0,312642,0,2066100
NY,Mesivta Of Eastern Parkway Rabbinical Seminary,New York,60547,91870,160000,312417,0,933500
NY,Neighborhood Playhouse School Of The Theatre (The),New York,60982,86156,165000,312138,0,902900
NY,Brittany Beauty Academy,New York,312065,0,0,312065,0,2105900
CA,Advanced Career Institute,California,311065,0,0,311065,0,4208900
CA,Bellus Academy,California,310881,0,0,310881,0,1202600
IL,Larry'S Barber College,Illinois,310874,0,0,310874,0,4117600
CA,California Nurses Educational Institute,California,309864,0,0,309864,0,3935300
OH,Medina County Joint Vocational School,Ohio,38825,99016,172000,309841,0,2210800
NY,Rabbinical College Of Yeshiva And Kolel Bais Medrosh Elyon Association,New York,60982,89412,159000,309394,0,2622900
TX,Grace School Of Theology,Texas,32732,98060,177000,307792,0,4215400
WA,Northwest School Of Wooden Boat Building,Washington,63564,79027,165000,307591,0,4155000
NY,Oswego County Boces,New York,125152,182318,0,307470,0,1278300
FL,South Dade Technical College-South Dade Skills Center Campus,Florida,83362,223849,0,307211,0,4209200
SC,Southeastern Institute,South Carolina,306951,0,0,306951,0,3746400
AZ,Paul Mitchell The School Phoenix,Arizona,306817,0,0,306817,0,4174100
PR,Cambridge Technical Institute,Puerto Rico,306689,0,0,306689,0,3785300
OH,Aveda Fredric'S Institute,Ohio,306542,0,0,306542,0,3837300
MI,Paul Mitchell The School Great Lakes,Michigan,306375,0,0,306375,0,3907300
CO,Paul Mitchell The School Denver,Colorado,306368,0,0,306368,0,4221400
OK,Eve'S College Of Hairstyling,Oklahoma,305703,0,0,305703,0,970800
NJ,Robert Fiance Beauty Schools,New Jersey,304898,0,0,304898,0,1209000
PR,Leston College,Puerto Rico,304702,0,0,304702,0,3552300
GA,Columbia Theological Seminary,Georgia,68698,82724,153000,304422,224956000,156000
PR,Neo-Esthetique European Institute,Puerto Rico,304166,0,0,304166,0,4267000
ME,Northeast Technical Institute,Maine,303535,0,0,303535,0,4185100
IL,Tricoci University Of Beauty Culture,Illinois,303260,0,0,303260,0,4147300
OH,Rosedale Bible College,Ohio,54367,90756,158000,303123,0,3425300
MA,Shawsheen Valley School Of Practical Nursing,Massachusetts,56964,83811,162000,302775,0,3104000
KY,Paul Mitchell The School Lexington,Kentucky,302711,0,0,302711,0,2340800
TX,Central Texas Beauty College 2,Texas,302581,0,0,302581,0,2239100
OK,Paul Mitchell The School Tulsa,Oklahoma,302285,0,0,302285,0,4240500
MA,Tri County Regional Vocational Technical High School,Massachusetts,61619,87360,153000,301979,0,4122000
FL,Daytona College,Florida,301333,0,0,301333,0,3939600
NV,Paul Mitchell The School Reno,Nevada,300897,0,0,300897,0,4203100
ME,Capilo School Of Hair Design,Maine,300391,0,0,300391,0,4177400
CA,Modern Technology School,California,300190,0,0,300190,0,3063400
MA,Blackstone Valley Vocational Regional School District,Massachusetts,43819,93302,162000,299121,0,1218700
GA,Atlanta School Of Massage,Georgia,298408,0,0,298408,0,2580200
IN,Pj'S College Of Cosmetology,Indiana,297401,0,0,297401,0,2241700
MO,Saline County Career Center,Missouri,52890,78106,166000,296996,0,543800
PR,Inter American University Of Puerto Rico - School Of Optometry,Puerto Rico,66924,80734,149000,296658,0,4251000
MO,Four Rivers Career Center,Missouri,57399,87143,152000,296542,0,2056100
FL,Tenaj Salon Institute,Florida,296389,0,0,296389,0,4163200
VA,Appalachian College Of Pharmacy,Virginia,61104,82299,152000,295403,0,4180600
IL,Garrett - Evangelical Theological Seminary,Illinois,54902,84124,156000,295026,0,168200
LA,Compass Career College,Louisiana,294870,0,0,294870,0,4040300
CA,California Aeronautical University,California,294711,0,0,294711,0,998900
IL,G Skin & Beauty Institute,Illinois,294614,0,0,294614,0,2498200
MI,Twin City Beauty College,Michigan,294015,0,0,294015,0,3075200
ME,University Of Maine - Machias,Maine,293556,0,0,293556,0,205500
WA,Paul Mitchell The School Spokane,Washington,293175,0,0,293175,0,4191900
PR,Ponce Health Sciences University,Puerto Rico,292489,0,0,292489,0,2482400
NY,Union Theological Seminary,New York,59416,81565,151000,291981,112560000,289000
CA,San Francisco Institute Of Esthetics & Cosmetology,California,291524,0,0,291524,0,4141300
MA,Elizabeth Grady School Of Esthetics And Massage Therapy,Massachusetts,291436,0,0,291436,0,2523900
IN,Ravenscroft Beauty College,Indiana,291246,0,0,291246,0,2084800
NM,Toni&Guy Hairdressing Academy,New Mexico,290981,0,0,290981,0,4162400
OH,Mahoning County Career And Technical Center,Ohio,37149,86271,166000,289420,0,2568600
RI,Toni & Guy Hairdressing Academy,Rhode Island,289022,0,0,289022,0,4141200
IL,John Marshall Law School (The),Illinois,288952,0,0,288952,0,169800
CA,Avalon School Of Cosmetology,California,288531,0,0,288531,0,2258600
SD,North American Baptist Seminary,South Dakota,37001,88162,163000,288163,0,405600
WI,Milwaukee Career College,Wisconsin,288092,0,0,288092,0,4117400
CA,Salon Professional Academy (The),California,287982,0,0,287982,0,4237100
FL,"Florida Institute Of Recording, Sound And Technology",Florida,287242,0,0,287242,0,4197600
WA,Seattle School Of Theology And Psychology (The),Washington,58777,80079,148000,286856,0,3466400
IN,Aveda Fredric'S Institute,Indiana,286480,0,0,286480,0,4155900
CA,Dongguk University Los Angeles,California,60458,80008,146000,286466,0,3109500
MS,Corinth Academy Of Cosmetology,Mississippi,286443,0,0,286443,0,4131300
MN,Takoda Institute Of Higher Education,Minnesota,42315,87371,156000,285686,0,2514100
PA,Beauty Institute (The),Pennsylvania,285213,0,0,285213,0,2206300
MI,Irene'S Myomassology Institute,Michigan,284945,0,0,284945,0,3588300
FL,Yeshiva Gedolah Rabbinical College,Florida,55254,83524,146000,284778,0,3256300
VA,Eastern Virginia Career College,Virginia,284478,0,0,284478,0,3654300
IA,Divine Word College,Iowa,52060,84341,148000,284401,0,185800
NC,Aveda Institute Chapel Hill,North Carolina,284390,0,0,284390,0,4140700
FL,Florida School Of Traditional Midwifery,Florida,35271,90982,158000,284253,0,3856500
OH,Paul Mitchell The School Cleveland,Ohio,284158,0,0,284158,0,4126000
PA,Mercer County Career Center,Pennsylvania,39531,82328,162000,283859,0,2362300
NJ,Yeshivas Emek Hatorah,New Jersey,56454,82397,145000,283851,0,4270300
CA,Pacific College,California,283666,0,0,283666,0,3299300
FL,Acupuncture And Massage College,Florida,283101,0,0,283101,0,3414500
IL,University Of Spa & Cosmetology Arts,Illinois,281764,0,0,281764,0,2124400
AL,Paul Mitchell The School Huntsville,Alabama,280920,0,0,280920,0,2285000
VA,Wave Leadership College,Virginia,47516,84520,148000,280036,0,4241500
CA,Los Angeles College Of Music,California,279751,0,0,279751,0,3868400
PA,Crawford County Career & Technical Center,Pennsylvania,49853,67542,162000,279395,0,1005500
IL,Illinois Eastern Community Colleges -Frontier Community College,Illinois,279328,0,0,279328,0,2074400
NY,New York Theological Seminary,New York,45974,81879,151000,278853,0,267400
MA,C H Mccann Technical School,Massachusetts,54800,81488,142000,278288,0,555700
MI,P&A Scholars Beauty School,Michigan,278254,0,0,278254,0,4014300
OH,Paul Mitchell The School Columbus,Ohio,278089,0,0,278089,0,4153300
CA,Fremont College,California,277847,0,0,277847,0,3039900
LA,Aveda Arts & Sciences Institute Lafayette,Louisiana,277500,0,0,277500,0,2117800
TN,John A Gupton College,Tennessee,36947,87146,153000,277093,0,885900
CA,Lancaster Beauty School,California,276907,0,0,276907,0,1301000
NJ,Innovate Salon Academy,New Jersey,276460,0,0,276460,0,4218500
CT,"North Haven Academy, Llc",Connecticut,276333,0,0,276333,0,2112700
NJ,American Institute Of Medical Sciences & Education,New Jersey,276285,0,0,276285,0,4136400
DE,Margaret H. Rollins School Of Nursing At Beebe Medical Center,Delaware,49412,82625,144000,276037,0,2125200
LA,My-Le'S Beauty College,Louisiana,275942,0,0,275942,0,4151600
TX,Sebring Career Schools,Texas,275383,0,0,275383,0,2530700
OH,Modern College Of Design (The),Ohio,274561,0,0,274561,0,2553000
MA,Catherine Hinds Institute Of Esthetics,Massachusetts,274119,0,0,274119,0,2220400
PR,Liberty Junior College,Puerto Rico,274020,0,0,274020,0,4131600
CT,Ace Cosmetology & Barbering Training Center,Connecticut,273453,0,0,273453,0,4219200
FL,American Medical Academy,Florida,273262,0,0,273262,0,4192100
TX,Messenger College,Texas,41759,84135,146000,271894,0,3092600
AL,Xcell Academy A Paul Mitchell School,Alabama,271411,0,0,271411,0,4149200
UT,Medspa Academies,Utah,270463,0,0,270463,0,4210300
NY,Otsego Delaware Schoharie Greene Boces,New York,54054,78807,137000,269861,0,2104300
MO,Elaine Steven Beauty College,Missouri,269098,0,0,269098,0,2564700
OH,Ohio Technical Center At Vantage Career Center,Ohio,20672,89410,159000,269082,0,3095600
OH,Pontifical College Josephinum,Ohio,63175,73352,132000,268527,0,311300
GA,Gwinnett College-Sandy Springs,Georgia,268254,0,0,268254,0,3418300
RI,Iyrs School Of Technology & Trades,Rhode Island,54919,66281,147000,268200,0,3732300
TX,Wade College,Texas,268048,0,0,268048,0,1013000
TX,Tint School Of Makeup & Cosmetology,Texas,267928,0,0,267928,0,3035200
NJ,Rizzieri Aveda School For Beauty And Wellness,New Jersey,267582,0,0,267582,0,1090300
MO,Conception Seminary College,Missouri,52627,77941,137000,267568,0,246700
DE,Harris School Of Business,Delaware,267318,0,0,267318,0,3543300
CA,My Le'S Beauty College,California,266867,0,0,266867,0,3458300
IN,Mid America College Of Funeral Service,Indiana,9117,93670,164000,266787,0,1061800
OR,Paul Mitchell The School Portland,Oregon,266631,0,0,266631,0,2311000
TX,Nuvani Institute,Texas,266603,0,0,266603,0,3021500
IL,Catholic Theological Union At Chicago,Illinois,47654,76643,142000,266297,0,923200
IL,Tricoci University Of Beauty Culture,Illinois,265804,0,0,265804,0,4147400
MD,Montgomery Beauty School,Maryland,265117,0,0,265117,0,2343800
OH,Vanguard - Sentinel Joint Vocational School District,Ohio,39503,82013,142000,263516,0,3116400
CA,Graduate Theological Union,California,59068,71509,132000,262577,51475000,120700
PA,Jefferson County Dubois Area Vocational Techl School Practical Nursing,Pennsylvania,49739,77543,135000,262282,0,865300
CO,Rocky Vista University,Colorado,262167,0,0,262167,0,4218900
GA,Interdenominational Theological Center,Georgia,44417,76484,141000,261901,0,156800
IL,Erikson Institute,Illinois,41187,77375,143000,261562,46655000,3510300
NY,Berk Trade & Business School,New York,261450,0,0,261450,0,1183000
CO,Toni&Guy Hairdressing Academy,Colorado,261110,0,0,261110,0,3670300
WA,Tint School Of Makeup & Cosmetology,Washington,260547,0,0,260547,0,1293200
NY,Electrical And Hvac/R Training Center,New York,259836,0,0,259836,0,4223800
CA,Make-Up Designory,California,258613,0,0,258613,0,4092400
KY,Paul Mitchell The School - Louisville,Kentucky,258448,0,0,258448,0,2351700
CA,Career Academy Of Beauty,California,258413,0,0,258413,0,2125000
MO,Poplar Bluff Technical Career Center,Missouri,50853,75842,131000,257695,0,543000
CA,Presbyterian Theological Seminary In America,California,41486,77487,138000,256973,0,4122800
KS,Eric Fisher Academy,Kansas,256675,0,0,256675,0,4162700
NV,International Academy Of Style,Nevada,256631,0,0,256631,0,4144800
CA,Yo San University Of Traditional Chinese Medicine,California,59068,69405,128000,256473,0,3098200
PA,Huntingdon County Career And Technology Center,Pennsylvania,45583,73381,137000,255964,0,3535300
CA,California Technical Academy,California,255559,0,0,255559,0,4221900
IL,Graham Hospital School Of Nursing,Illinois,39279,78903,137000,255182,0,893800
NJ,Best Care College,New Jersey,255167,0,0,255167,0,4181400
CA,East San Gabriel Valley Rop And Technical Center,California,255012,0,0,255012,0,3116600
OH,School Of Diagnostic Imaging-Cleveland Clinic Health System,Ohio,48618,72952,133000,254570,0,510200
TX,Academy Of Hair Design,Texas,253226,0,0,253226,0,3276300
IA,Capri College,Iowa,253210,0,0,253210,0,758800
CA,America Evangelical University,California,33544,79214,140000,252758,0,4227100
PA,Geisinger-Lewistown Hospital School Of Nursing,Pennsylvania,32817,79881,140000,252698,0,4175900
IA,Capri College,Iowa,252527,0,0,252527,0,2090300
TX,South Texas Training Center,Texas,252140,0,0,252140,0,4146800
MO,Waynesville Career Center,Missouri,53380,70502,128000,251882,0,528900
TN,Tennessee School Of Beauty,Tennessee,251557,0,0,251557,0,956700
MO,Lex La Ray Technical Center,Missouri,44826,74849,131000,250675,0,2142200
AR,Arkansas Beauty School- Little Rock,Arkansas,250493,0,0,250493,0,3005100
AR,Arkansas College Of Barbering & Hair Design,Arkansas,249875,0,0,249875,0,3023400
TN,Jenny Lea Academy Of Cosmetology,Tennessee,249743,0,0,249743,0,2275000
NE,College Of Hair Design,Nebraska,249536,0,0,249536,0,2079700
VA,Sylvain Melloul International Hair Academy,Virginia,248788,0,0,248788,0,1159600
MI,Michigan School Of Psychology,Michigan,43937,71594,132000,247531,0,2198900
AZ,Phoenix Seminary,Arizona,42117,71977,133000,247094,0,3478400
MI,Carnegie Institute,Michigan,246994,0,0,246994,0,761700
KY,Summit Salon Academy,Kentucky,246137,0,0,246137,0,1042400
OH,Ohio Medical Career College,Ohio,246076,0,0,246076,0,4177300
CA,Ata College,California,246006,0,0,246006,0,3532400
FL,Cda Technical Institute,Florida,245723,0,0,245723,0,3985300
WA,Glen Dow Academy Of Hair Design & Salons,Washington,245537,0,0,245537,0,973900
PA,Berks Career & Technology Center,Pennsylvania,35466,76488,133000,244954,0,4041300
MO,American Trade School,Missouri,244354,0,0,244354,0,4174800
PA,Missio Theological Seminary,Pennsylvania,45643,69688,129000,244331,0,2323000
TX,Mt Training Center,Texas,244174,0,0,244174,0,4226400
NY,International Culinary Center,New York,244131,0,0,244131,0,2575400
WY,Wyotech,Wyoming,243773,0,0,243773,0,915700
CA,Hilltop Beauty School,California,243264,0,0,243264,0,2285100
OH,Penta County Vocational School,Ohio,39934,74315,129000,243249,0,1170300
CA,Associated Technical College,California,243114,0,0,243114,0,2553500
TX,Bella Cosmetology And Barber College,Texas,242664,0,0,242664,0,4235900
TX,Laredo Beauty College,Texas,241660,0,0,241660,0,1229700
CA,Southern California Seminary,California,39208,73395,129000,241603,0,3332300
CA,Brownson Technical School,California,241003,0,0,241003,0,2543400
CT,Holy Apostles College & Seminary,Connecticut,22522,78426,140000,240948,0,138900
NY,Onondaga School Of Therapeutic Massage,New York,240765,0,0,240765,0,4155300
AZ,Southwest University Of Visual Arts,Arizona,239538,0,0,239538,0,2491500
CA,Xavier College School Of Nursing,California,238863,0,0,238863,0,4211900
UT,Taylor Andrews Academy-St. George,Utah,238549,0,0,238549,0,4184200
FL,Latin Beauty Academy,Florida,238057,0,0,238057,0,4242000
CA,Angeles College,California,237819,0,0,237819,0,4160400
IN,Salon Professional Academy (The),Indiana,237818,0,0,237818,0,4172700
NM,Aveda Institute Of New Mexico (The),New Mexico,237641,0,0,237641,0,4174500
CA,California Hair Design Academy,California,237120,0,0,237120,0,1186500
NC,Paul Mitchell The School Raleigh,North Carolina,237073,0,0,237073,0,4204700
HI,Paul Mitchell The School Honolulu,Hawaii,237042,0,0,237042,0,4175100
CA,Coastline Beauty College,California,236995,0,0,236995,0,4092300
OH,Greene County Career Center,Ohio,37198,72515,127000,236713,0,2497800
PR,"Charlie'S Guard, Detective Bureau, And Academy",Puerto Rico,236171,0,0,236171,0,3735400
AK,Alaska Bible College,Alaska,42068,70715,123000,235783,0,884300
NY,Manhattan Institute (The),New York,235112,0,0,235112,0,4166000
PR,International Technical College,Puerto Rico,234857,0,0,234857,0,2562500
IN,Rudae'S School Of Beauty Culture,Indiana,234658,0,0,234658,0,967300
OH,Raphael'S School Of Beauty Culture,Ohio,234526,0,0,234526,0,3067600
NC,Charlotte Christian College And Theological Seminary,North Carolina,32851,73494,128000,234345,0,3827300
FL,La Belle Beauty Academy,Florida,234070,0,0,234070,0,2573200
CA,Coachella Valley Beauty College,California,233574,0,0,233574,0,4115300
IN,Saint Meinrad School Of Theology,Indiana,40897,67572,125000,233469,0,727600
CA,Professional Institute Of Beauty,California,233396,0,0,233396,0,1298400
CO,Nazarene Bible College,Colorado,5757,82244,145000,233001,0,1300700
FL,St. John Vianney College Seminary,Florida,38046,70351,124000,232397,0,807500
NJ,Bais Medrash Mayan Hatorah,New Jersey,46377,66870,119000,232247,0,4266000
VA,Paul Mitchell The School Roanoke,Virginia,232095,0,0,232095,0,3010700
ME,The Landing School Of Boatbuilding & Design,Maine,43850,67707,120000,231557,0,2361300
IA,Aveda Institute Des Moines,Iowa,231383,0,0,231383,0,4203300
CT,Academy Di Capelli,Connecticut,230964,0,0,230964,0,4104300
UT,Careers Unlimited,Utah,230510,0,0,230510,0,3463300
WV,Valley College,West Virginia,230104,0,0,230104,0,3084400
MS,Magnolia College Of Cosmetology,Mississippi,229881,0,0,229881,0,2320800
CA,Asian-American International Beauty College,California,229596,0,0,229596,0,2595600
CA,Career Development Institute,California,228785,0,0,228785,0,4144200
NE,Capitol School Of Hairstyling And Esthetics,Nebraska,228346,0,0,228346,0,961700
FL,Pensacola School Of Massage Therapy & Health Careers,Florida,228149,0,0,228149,0,4105400
WV,Mineral County Vocational Technical Center,West Virginia,40808,68137,119000,227945,0,1014000
KS,Crave Beauty Academy,Kansas,227937,0,0,227937,0,2603100
SD,Stewart School,South Dakota,227595,0,0,227595,0,1013800
CA,Gnomon,California,226588,0,0,226588,0,4076400
WA,Fosbre Academy Of Hair Design,Washington,226584,0,0,226584,0,4250400
PA,Yti Career Institute - Altoona,Pennsylvania,225942,0,0,225942,0,3081900
NM,Southwestern College,New Mexico,45392,63334,117000,225726,0,3076100
CA,Newberry School Of Beauty,California,225726,0,0,225726,0,713000
CA,John Wesley International Barber And Beauty College,California,225673,0,0,225673,0,3125300
PA,Pittsburgh Theological Seminary,Pennsylvania,40736,64694,120000,225430,0,335600
CA,Academy Of Chinese Culture And Health Sciences,California,49465,61806,114000,225271,0,3288300
PA,Institute Of Medical And Business Careers,Pennsylvania,225111,0,0,225111,0,4155100
OK,Jenks Beauty College,Oklahoma,224888,0,0,224888,0,2184400
IL,University Of Saint Mary Of The Lake,Illinois,43064,63728,118000,224792,0,176500
FL,North Florida Cosmetology Institute,Florida,224742,0,0,224742,0,3557300
FL,Shear Excellence Hair Academy,Florida,224489,0,0,224489,0,4130400
FL,Summit Salon Academy,Florida,224446,0,0,224446,0,4163000
PR,Richport Technical College,Puerto Rico,223803,0,0,223803,0,2593700
KS,Old Town Barber College,Kansas,223567,0,0,223567,0,2134800
PA,Cortiva Institute,Pennsylvania,223392,0,0,223392,0,3766300
UT,Rocky Mountain University Of Health Professions,Utah,223276,0,0,223276,0,4193200
WY,Cheeks Beauty Academy,Wyoming,223185,0,0,223185,0,2211900
TX,Kd Conservatory College Of Film And Dramatic Arts,Texas,223164,0,0,223164,0,2318200
IA,Capri College,Iowa,222923,0,0,222923,0,771700
LA,Avery James School Of Cosmetology,Louisiana,222638,0,0,222638,0,989800
PA,Yeshivath Beth Moshe,Pennsylvania,44687,64944,113000,222631,0,1313400
NM,Glitz School Of Cosmetology,New Mexico,222535,0,0,222535,0,4276000
CA,Bay Area Medical Academy,California,222337,0,0,222337,0,4223700
CA,American Beauty College,California,221903,0,0,221903,0,1307400
KY,Medical Career And Technical College,Kentucky,221558,0,0,221558,0,4249000
NY,Digital Film Academy,New York,221487,0,0,221487,0,4206200
MI,Michigan State University College Of Law,Michigan,221124,0,0,221124,0,225400
LA,Ayers Career College,Louisiana,220509,0,0,220509,0,462100
IN,Denmark College,Indiana,219869,0,0,219869,0,4100300
VA,Saint Michael College Of Allied Health,Virginia,219720,0,0,219720,0,4235400
NY,Sharp Edgez Barber Institute,New York,219572,0,0,219572,0,4213500
MO,Warrensburg Area Career Center,Missouri,46106,63356,110000,219462,0,1102600
TX,Vogue College - San Antonio,Texas,219075,0,0,219075,0,4178200
OH,Tri County Career Center/Adult Career Center,Ohio,22236,71019,125000,218255,0,2168100
DC,Institute Of World Politics (The),District of Columbia,37536,63272,117000,217808,0,4114400
FL,Florida Academy,Florida,217593,0,0,217593,0,4188300
TX,Dallas Barber & Stylist College,Texas,217481,0,0,217481,0,3682400
TX,Oblate School Of Theology,Texas,39831,62182,115000,217013,0,359500
CA,Palomar Institute Of Cosmetology,California,216046,0,0,216046,0,2537200
CA,Annenberg School Of Nursing,California,37770,65199,113000,215969,0,4191300
CA,California Jazz Conservatory,California,38567,64325,113000,215892,0,4237600
MN,Institute Of Production And Recording (The),Minnesota,215678,0,0,215678,0,4130200
MA,Saint John'S Seminary,Massachusetts,50920,57709,107000,215629,0,221400
MO,Stevens - The Institute Of Business & Arts,Missouri,214565,0,0,214565,0,855200
NY,Yeshiva Shaar Hatorah,New York,43952,61551,109000,214503,0,2152000
CT,International Institute Of Cosmetology,Connecticut,214064,0,0,214064,0,4152400
SD,Headlines Academy,South Dakota,213757,0,0,213757,0,2297800
WV,Wood County Technical Center,West Virginia,37341,64175,112000,213516,0,1174900
CA,Adrians Beauty College Of Turlock,California,213440,0,0,213440,0,2520400
WV,International Beauty School,West Virginia,213159,0,0,213159,0,760000
MA,New England Hair Academy,Massachusetts,213149,0,0,213149,0,2122000
CT,Oxford Academy Of Hair Design,Connecticut,212940,0,0,212940,0,4145400
AR,Arthur'S Beauty College,Arkansas,212858,0,0,212858,0,2363500
MS,Institute Of Health And Technology,Mississippi,212413,0,0,212413,0,3963300
CA,San Joaquin College Of Law,California,42482,59275,110000,211757,0,2500000
NJ,Atlantic Beauty & Spa Academy,New Jersey,211628,0,0,211628,0,2234600
NY,Rabbinical College Beth Shraga,New York,43268,61178,107000,211446,0,1094300
CA,California Career Institute,California,211121,0,0,211121,0,4215100
NH,Empire Beauty Schools,New Hampshire,211058,0,0,211058,0,864500
PR,Mayagüez Institute Of Technology,Puerto Rico,210943,0,0,210943,0,2504500
IL,Educators Of Beauty College Of Cosmetology,Illinois,210787,0,0,210787,0,825900
IN,Paul Mitchell The School Indianapolis,Indiana,210143,0,0,210143,0,4184000
IL,Mccormick Theological Seminary,Illinois,32880,62124,115000,210004,78025000,172100
IL,Soma Institute - The National School Of Clinical Massage Therapy,Illinois,209436,0,0,209436,0,3891300
AZ,Arizona Culinary Institute,Arizona,209341,0,0,209341,0,4120900
TN,Memphis Theological Seminary,Tennessee,36663,60641,112000,209304,0,1052900
FL,New Concept Massage & Beauty School,Florida,209257,0,0,209257,0,3433400
MS,Mississippi Barber Academy,Mississippi,209055,0,0,209055,0,2244300
MO,Paul Mitchell The School Missouri Columbia,Missouri,208917,0,0,208917,0,3077200
FL,Gadsden Technical Institute,Florida,41133,60783,107000,208916,0,4229800
KS,Hays Academy Of Hair Design,Kansas,208816,0,0,208816,0,2257700
TX,Paul Mitchell The School Austin,Texas,208605,0,0,208605,0,4125400
TX,Baldwin Beauty Schools,Texas,208482,0,0,208482,0,1226800
CA,Santa Barbara Business College,California,208381,0,0,208381,0,2578000
NY,Paul Mitchell The School Schenectady,New York,207766,0,0,207766,0,4228300
MS,Chris' Beauty College,Mississippi,206812,0,0,206812,0,2074900
CA,Contra Costa Medical Career College,California,206180,0,0,206180,0,4274900
TN,Meridian Institute Of Surgical Assisting,Tennessee,205301,0,0,205301,0,4165000
CA,Pacifica Graduate Institute,California,204263,0,0,204263,0,3126800
UT,Skin Science Institute Of Laser & Esthetics,Utah,204214,0,0,204214,0,4145500
TN,Queen City College,Tennessee,203636,0,0,203636,0,2539800
CO,Colorado Academy Of Veterinary Technology,Colorado,203310,0,0,203310,0,4185000
FL,International Academy,Florida,203011,0,0,203011,0,2257900
TX,Ocean Corporation (The),Texas,203004,0,0,203004,0,2600200
UT,Cameo College Of Essential Beauty,Utah,202759,0,0,202759,0,3921300
NC,Gwinnett College,North Carolina,202040,0,0,202040,0,3361300
VA,Appalachian School Of Law,Virginia,41609,56349,104000,201958,0,3559300
UT,Paul Mitchell The School Logan,Utah,201857,0,0,201857,0,3909300
AR,Washington Barber College,Arkansas,201847,0,0,201847,0,4183100
NJ,Branford Hall Career Institute,New Jersey,201705,0,0,201705,0,1085100
OR,Pacific Bible College,Oregon,23644,64530,113000,201174,0,4251300
PA,Beauty Institute (The),Pennsylvania,201004,0,0,201004,0,2144000
IL,Paul Mitchell The School Normal,Illinois,200795,0,0,200795,0,4160600
CA,Elite Cosmetology School,California,200776,0,0,200776,0,4175400
PR,Escuela De Peritos Electricistas De Isabela,Puerto Rico,200249,0,0,200249,0,3106900
WI,Paul Mitchell The School Milwaukee,Wisconsin,200128,0,0,200128,0,4165300
IL,State Career School,Illinois,199410,0,0,199410,0,4189600
CA,Associated Barber College Of San Diego,California,199340,0,0,199340,0,4242500
CA,Westcliff University,California,199036,0,0,199036,0,4249600
NV,Las Vegas College,Nevada,198868,0,0,198868,0,2237500
DE,Schilling - Douglas School Of Hair Design,Delaware,198790,0,0,198790,0,2190400
WI,Advanced Institute Of Hair Design,Wisconsin,198701,0,0,198701,0,1148400
CA,American Medical Sciences Center,California,198625,0,0,198625,0,4159700
MA,Montachusett Regional Vocational Technical School,Massachusetts,32693,60501,105000,198194,0,1288100
FL,Florida International Training Institute,Florida,197885,0,0,197885,0,4238400
FL,Mcdougle Technical Institute,Florida,197728,0,0,197728,0,4228900
IL,Capri Oak Forest Beauty College,Illinois,197482,0,0,197482,0,1308800
WV,Randolph Technical Center,West Virginia,36561,55493,105000,197054,0,4234800
TX,Cci Training Center,Texas,196861,0,0,196861,0,4089400
KY,Louisville Presbyterian Theological Seminary,Kentucky,45392,53158,98000,196550,0,197400
VA,Central School Of Practical Nursing,Virginia,31183,45291,120000,196474,0,2128700
CO,Iliff School Of Theology,Colorado,39110,55176,102000,196286,0,135400
NY,Ace Institute Of Technology,New York,196165,0,0,196165,0,4043300
VA,Union Presbyterian Seminary,Virginia,41609,54003,100000,195612,0,374300
TX,Texas Health School,Texas,195533,0,0,195533,0,3987300
NY,Continental School Of Beauty Culture,New York,195501,0,0,195501,0,818900
TX,Duvall'S School Of Cosmetology,Texas,195388,0,0,195388,0,4154800
PA,Jolie Health And Beauty Academy,Pennsylvania,195046,0,0,195046,0,2289700
MI,Protege Academy,Michigan,194895,0,0,194895,0,4184700
IN,Tricoci University Of Beauty Culture,Indiana,194660,0,0,194660,0,2607000
LA,Diesel Driving Academy,Louisiana,194253,0,0,194253,0,3030900
OH,Four County Career Center,Ohio,18106,61957,114000,194063,0,4068300
WA,"Elite Cosmetology, Barber & Spa Academy",Washington,193873,0,0,193873,0,4260200
FL,La Belle Beauty School,Florida,193530,0,0,193530,0,2287100
NY,Long Island Beauty School,New York,192494,0,0,192494,0,738700
KS,Paul Mitchell The School Wichita,Kansas,191805,0,0,191805,0,2606300
CO,Salon Professional Academy (The),Colorado,191082,0,0,191082,0,4173800
OR,East West College Of The Healing Arts,Oregon,191055,0,0,191055,0,3074500
MI,Paul Mitchell The School Farmington Hills,Michigan,190962,0,0,190962,0,4230200
CT,Platt Technical High School,Connecticut,32573,49006,109000,190579,0,2565000
FL,Miami Ad School,Florida,190523,0,0,190523,0,3125600
LA,Healthcare Training Institute,Louisiana,190122,0,0,190122,0,4217000
